a_phys,a,a_copy,b_phys,b,b_copy,pair_key,depth_um,cases
ow_pm2VR_phys,pm2VR,13,ow_Arcade_Cell_Ant_phys,Arcade_Cell_Ant,3,Arcade_Cell_Ant||pm2VR,1.73562,6
ow_vpi3_V_phys,vpi3_V,188,ow_int1VL_phys,int1VL,184,int1VL||vpi3_V,1.69457,98
ow_pm3VL_phys,pm3VL,40,ow_pm1_phys,pm1,12,pm1||pm3VL,1.68303,43
ow_vulE_phys,vulE,133,ow_uv2_Ant_phys,uv2_Ant,141,uv2_Ant||vulE,1.67401,8
ow_pm2VR_phys,pm2VR,13,ow_e3VR_phys,e3VR,6,e3VR||pm2VR,1.67001,39
ow_um1L_Ant_phys,um1L_Ant,117,ow_vulD_phys,vulD,132,um1L_Ant||vulD,1.6682,14
ow_pm3VR_phys,pm3VR,43,ow_e2V_phys,e2V,11,e2V||pm3VR,1.6463,15
ow_vpi3_D_phys,vpi3_D,189,ow_int1DR_phys,int1DR,197,int1DR||vpi3_D,1.62366,54
ow_pm3VR_phys,pm3VR,43,ow_e3VR_phys,e3VR,6,e3VR||pm3VR,1.62307,10
ow_mc2DR_phys,mc2DR,18,ow_Phar_Gland_Dorsal_g2_phys,Phar_Gland_Dorsal_g2,2,Phar_Gland_Dorsal_g2||mc2DR,1.60548,21
ow_uv3_Ant_phys,uv3_Ant,140,ow_vm2L_Ant_phys,vm2L_Ant,136,uv3_Ant||vm2L_Ant,1.60037,6
ow_Oocyte_Post_1_phys,Oocyte_Post_1,161,ow_Gonadal_Sheath_P5V_phys,Gonadal_Sheath_P5V,153,Gonadal_Sheath_P5V||Oocyte_Post_1,1.56295,215
ow_Phar_Gland_Dorsal_g2_phys,Phar_Gland_Dorsal_g2,2,ow_mc3DL_phys,mc3DL,27,Phar_Gland_Dorsal_g2||mc3DL,1.55804,40
ow_Phar_Gland_Dorsal_g2_phys,Phar_Gland_Dorsal_g2,2,ow_mc3DR_phys,mc3DR,16,Phar_Gland_Dorsal_g2||mc3DR,1.55013,103
ow_Gonadal_Sheath_A1L_phys,Gonadal_Sheath_A1L,102,ow_Rachis_A_phys,Rachis_A,104,Gonadal_Sheath_A1L||Rachis_A,1.54481,122
ow_mc1DR_phys,mc1DR,20,ow_Phar_Gland_Dorsal_g2_phys,Phar_Gland_Dorsal_g2,2,Phar_Gland_Dorsal_g2||mc1DR,1.5423,89
ow_ut4_Post_phys,ut4_Post,149,ow_int6R_phys,int6R,186,int6R||ut4_Post,1.51838,117
ow_mc1V_phys,mc1V,19,ow_Arcade_Cell_Ant_phys,Arcade_Cell_Ant,3,Arcade_Cell_Ant||mc1V,1.4428,19
ow_Gonadal_Sheath_A1R_phys,Gonadal_Sheath_A1R,112,ow_Rachis_A_phys,Rachis_A,104,Gonadal_Sheath_A1R||Rachis_A,1.43955,30
ow_Gonadal_Sheath_P1L_phys,Gonadal_Sheath_P1L,99,ow_Rachis_P_phys,Rachis_P,103,Gonadal_Sheath_P1L||Rachis_P,1.42904,32
ow_Gonadal_Sheath_A2L_phys,Gonadal_Sheath_A2L,101,ow_Rachis_A_phys,Rachis_A,104,Gonadal_Sheath_A2L||Rachis_A,1.42556,56
ow_um1R_Post_phys,um1R_Post,118,ow_vm2R_Post_phys,vm2R_Post,135,um1R_Post||vm2R_Post,1.41477,4
ow_vpi1_phys,vpi1,193,ow_vpi3_V_phys,vpi3_V,188,vpi1||vpi3_V,1.41395,1
ow_pm5VL_phys,pm5VL,29,ow_mc2DL_phys,mc2DL,31,mc2DL||pm5VL,1.36705,6
ow_int1DL_phys,int1DL,173,ow_vpi2_DL_phys,vpi2_DL,190,int1DL||vpi2_DL,1.34669,27
ow_pm3D_phys,pm3D,41,ow_e3D_phys,e3D,9,e3D||pm3D,1.28969,11
ow_Gonadal_Sheath_A4D_phys,Gonadal_Sheath_A4D,94,ow_Oocyte_Ant_6_phys,Oocyte_Ant_6,166,Gonadal_Sheath_A4D||Oocyte_Ant_6,1.28628,86
ow_mc3DL_phys,mc3DL,27,ow_Phar_Gland_Dorsal_g2_phys,Phar_Gland_Dorsal_g2,2,Phar_Gland_Dorsal_g2||mc3DL,1.2827,5
ow_vpi2_DL_phys,vpi2_DL,190,ow_int1DL_phys,int1DL,173,int1DL||vpi2_DL,1.28076,280
ow_Gonadal_Sheath_A4D_phys,Gonadal_Sheath_A4D,94,ow_Oocyte_Ant_5_phys,Oocyte_Ant_5,167,Gonadal_Sheath_A4D||Oocyte_Ant_5,1.26962,87
ow_mc3DR_phys,mc3DR,16,ow_Phar_Gland_Dorsal_g2_phys,Phar_Gland_Dorsal_g2,2,Phar_Gland_Dorsal_g2||mc3DR,1.26119,6
ow_vpi1_phys,vpi1,193,ow_vpi2_DL_phys,vpi2_DL,190,vpi1||vpi2_DL,1.25097,17
ow_ut1_Post_phys,ut1_Post,145,ow_int5R_phys,int5R,187,int5R||ut1_Post,1.23653,20
ow_ut1_Post_phys,ut1_Post,145,ow_int5L_phys,int5L,179,int5L||ut1_Post,1.22968,20
ow_vpi2_DR_phys,vpi2_DR,192,ow_vpi3_V_phys,vpi3_V,188,vpi2_DR||vpi3_V,1.22654,3
ow_Phar_Gland_Dorsal_g2_phys,Phar_Gland_Dorsal_g2,2,ow_pm1_phys,pm1,12,Phar_Gland_Dorsal_g2||pm1,1.18957,30
ow_int1VL_phys,int1VL,184,ow_vpi3_V_phys,vpi3_V,188,int1VL||vpi3_V,1.17343,56
ow_Sp_Ut_Valve_Post_phys,Sp_Ut_Valve_Post,151,ow_int6R_phys,int6R,186,Sp_Ut_Valve_Post||int6R,1.16518,91
ow_mc3DR_phys,mc3DR,16,ow_pm7VR_phys,pm7VR,44,mc3DR||pm7VR,1.16379,8
ow_vulC_phys,vulC,128,ow_vm1L_Post_phys,vm1L_Post,131,vm1L_Post||vulC,1.13416,2
ow_Phar_Gland_g1_R_phys,Phar_Gland_g1_R,0,ow_mc3DR_phys,mc3DR,16,Phar_Gland_g1_R||mc3DR,1.13115,67
ow_mc3DL_phys,mc3DL,27,ow_Phar_Gland_g1_L_phys,Phar_Gland_g1_L,37,Phar_Gland_g1_L||mc3DL,1.12951,28
ow_Arcade_Cell_Post_phys,Arcade_Cell_Post,4,ow_Arcade_Cell_Ant_phys,Arcade_Cell_Ant,3,Arcade_Cell_Ant||Arcade_Cell_Post,1.12715,67
ow_Phar_Gland_g1_L_phys,Phar_Gland_g1_L,37,ow_mc3DL_phys,mc3DL,27,Phar_Gland_g1_L||mc3DL,1.12401,99
ow_Gonadal_Sheath_A4D_phys,Gonadal_Sheath_A4D,94,ow_Oocyte_Ant_4_phys,Oocyte_Ant_4,168,Gonadal_Sheath_A4D||Oocyte_Ant_4,1.10974,88
ow_Phar_Gland_Dorsal_g2_phys,Phar_Gland_Dorsal_g2,2,ow_pm6D_phys,pm6D,26,Phar_Gland_Dorsal_g2||pm6D,1.10221,5
ow_pm3VL_phys,pm3VL,40,ow_e2DL_phys,e2DL,8,e2DL||pm3VL,1.09678,30
ow_uv1_Ant_phys,uv1_Ant,142,ow_vulE_phys,vulE,133,uv1_Ant||vulE,1.09651,28
ow_uv1_Ant_phys,uv1_Ant,142,ow_uv2_Ant_phys,uv2_Ant,141,uv1_Ant||uv2_Ant,1.08447,19
ow_uv2_Ant_phys,uv2_Ant,141,ow_utse_phys,utse,148,utse||uv2_Ant,1.08286,4
ow_um1L_Post_phys,um1L_Post,116,ow_uv2_Post_phys,uv2_Post,137,um1L_Post||uv2_Post,1.0815,4
ow_mc1DR_phys,mc1DR,20,ow_pm5VR_phys,pm5VR,32,mc1DR||pm5VR,1.05676,1
ow_uv3_Ant_phys,uv3_Ant,140,ow_uv1_Ant_phys,uv1_Ant,142,uv1_Ant||uv3_Ant,1.05561,2
ow_vpi2_V_phys,vpi2_V,191,ow_vpi3_V_phys,vpi3_V,188,vpi2_V||vpi3_V,1.04472,11
ow_vm1L_Post_phys,vm1L_Post,131,ow_um1L_Post_phys,um1L_Post,116,um1L_Post||vm1L_Post,1.04085,7
ow_ut2_Post_phys,ut2_Post,144,ow_int5R_phys,int5R,187,int5R||ut2_Post,1.0373,22
ow_Gonadal_Sheath_A4V_phys,Gonadal_Sheath_A4V,109,ow_Oocyte_Ant_5_phys,Oocyte_Ant_5,167,Gonadal_Sheath_A4V||Oocyte_Ant_5,1.03452,32
ow_vpi2_V_phys,vpi2_V,191,ow_int1VL_phys,int1VL,184,int1VL||vpi2_V,1.02513,83
ow_ut3_Post_phys,ut3_Post,143,ow_int6L_phys,int6L,178,int6L||ut3_Post,1.02355,13
ow_vpi3_V_phys,vpi3_V,188,ow_int1VR_phys,int1VR,183,int1VR||vpi3_V,1.01654,17
ow_pm7D_phys,pm7D,24,ow_Phar_Gland_Dorsal_g2_phys,Phar_Gland_Dorsal_g2,2,Phar_Gland_Dorsal_g2||pm7D,1.01453,5
ow_ut2_Post_phys,ut2_Post,144,ow_int5L_phys,int5L,179,int5L||ut2_Post,1.01265,12
ow_mc3DR_phys,mc3DR,16,ow_vpi1_phys,vpi1,193,mc3DR||vpi1,1.00718,3
ow_Anus_phys,Anus,174,ow_mu_anal_phys,mu_anal,203,Anus||mu_anal,1.0032,1
ow_Gonadal_Sheath_P3R_phys,Gonadal_Sheath_P3R,106,ow_Gonadal_Sheath_P2R_phys,Gonadal_Sheath_P2R,107,Gonadal_Sheath_P2R||Gonadal_Sheath_P3R,0.986223,1
ow_pm4VL_phys,pm4VL,33,ow_mc1DL_phys,mc1DL,42,mc1DL||pm4VL,0.9848279999999999,8
ow_Oocyte_Ant_1_phys,Oocyte_Ant_1,171,ow_Gonadal_Sheath_A5V_phys,Gonadal_Sheath_A5V,172,Gonadal_Sheath_A5V||Oocyte_Ant_1,0.9810099999999999,112
ow_e3D_phys,e3D,9,ow_e1D_phys,e1D,10,e1D||e3D,0.9799650000000001,17
ow_pm2VR_phys,pm2VR,13,ow_Arcade_Cell_Post_phys,Arcade_Cell_Post,4,Arcade_Cell_Post||pm2VR,0.970855,10
ow_Gonadal_Sheath_A4V_phys,Gonadal_Sheath_A4V,109,ow_Oocyte_Ant_6_phys,Oocyte_Ant_6,166,Gonadal_Sheath_A4V||Oocyte_Ant_6,0.963855,53
ow_Arcade_Cell_Post_phys,Arcade_Cell_Post,4,ow_pm1_phys,pm1,12,Arcade_Cell_Post||pm1,0.961991,10
ow_um2R_Post_phys,um2R_Post,124,ow_int5R_phys,int5R,187,int5R||um2R_Post,0.948279,101
ow_Oocyte_Ant_1_phys,Oocyte_Ant_1,171,ow_Gonadal_Sheath_A5D_phys,Gonadal_Sheath_A5D,93,Gonadal_Sheath_A5D||Oocyte_Ant_1,0.94574,190
ow_Oocyte_Post_2_phys,Oocyte_Post_2,160,ow_Gonadal_Sheath_P5D_phys,Gonadal_Sheath_P5D,95,Gonadal_Sheath_P5D||Oocyte_Post_2,0.933654,364
ow_e3D_phys,e3D,9,ow_Arcade_Cell_Ant_phys,Arcade_Cell_Ant,3,Arcade_Cell_Ant||e3D,0.916985,44
ow_int1DL_phys,int1DL,173,ow_vpi3_D_phys,vpi3_D,189,int1DL||vpi3_D,0.909505,78
ow_Gonadal_Sheath_A5D_phys,Gonadal_Sheath_A5D,93,ow_int2V_phys,int2V,196,Gonadal_Sheath_A5D||int2V,0.909496,29
ow_pm3VL_phys,pm3VL,40,ow_pm2VL_phys,pm2VL,14,pm2VL||pm3VL,0.907848,37
ow_vpi2_V_phys,vpi2_V,191,ow_vpi2_DL_phys,vpi2_DL,190,vpi2_DL||vpi2_V,0.905265,6
ow_Gonadal_Sheath_A5D_phys,Gonadal_Sheath_A5D,93,ow_Oocyte_Ant_1_phys,Oocyte_Ant_1,171,Gonadal_Sheath_A5D||Oocyte_Ant_1,0.905088,28
ow_um2L_Post_phys,um2L_Post,119,ow_int5L_phys,int5L,179,int5L||um2L_Post,0.904084,178
ow_ut3_Post_phys,ut3_Post,143,ow_int6R_phys,int6R,186,int6R||ut3_Post,0.9031359999999999,19
ow_int1DR_phys,int1DR,197,ow_vpi3_D_phys,vpi3_D,189,int1DR||vpi3_D,0.892409,93
ow_int5R_phys,int5R,187,ow_ut2_Post_phys,ut2_Post,144,int5R||ut2_Post,0.8817200000000001,14
ow_Gonadal_Sheath_A5V_phys,Gonadal_Sheath_A5V,172,ow_Oocyte_Ant_1_phys,Oocyte_Ant_1,171,Gonadal_Sheath_A5V||Oocyte_Ant_1,0.881503,4
ow_Gonadal_Sheath_A5D_phys,Gonadal_Sheath_A5D,93,ow_Oocyte_Ant_3_phys,Oocyte_Ant_3,169,Gonadal_Sheath_A5D||Oocyte_Ant_3,0.8747269999999999,35
ow_pm3D_phys,pm3D,41,ow_pm3VL_phys,pm3VL,40,pm3D||pm3VL,0.872425,1
ow_pm3D_phys,pm3D,41,ow_e1D_phys,e1D,10,e1D||pm3D,0.863306,1
ow_pm4VR_phys,pm4VR,39,ow_mc1DR_phys,mc1DR,20,mc1DR||pm4VR,0.858322,12
ow_mc3DL_phys,mc3DL,27,ow_pm6D_phys,pm6D,26,mc3DL||pm6D,0.8544510000000001,1
ow_pm3VR_phys,pm3VR,43,ow_pm1_phys,pm1,12,pm1||pm3VR,0.853082,7
ow_Gonadal_Sheath_P5D_phys,Gonadal_Sheath_P5D,95,ow_Oocyte_Post_2_phys,Oocyte_Post_2,160,Gonadal_Sheath_P5D||Oocyte_Post_2,0.850908,38
ow_vpi1_phys,vpi1,193,ow_int1DL_phys,int1DL,173,int1DL||vpi1,0.8500650000000001,59
ow_pm2D_phys,pm2D,15,ow_e3D_phys,e3D,9,e3D||pm2D,0.839776,41
ow_e2DL_phys,e2DL,8,ow_e3VL_phys,e3VL,35,e2DL||e3VL,0.838121,40
ow_mc3DR_phys,mc3DR,16,ow_Phar_Gland_g1_R_phys,Phar_Gland_g1_R,0,Phar_Gland_g1_R||mc3DR,0.8372809999999999,32
ow_pm6D_phys,pm6D,26,ow_Phar_Gland_Dorsal_g2_phys,Phar_Gland_Dorsal_g2,2,Phar_Gland_Dorsal_g2||pm6D,0.833596,9
ow_int5L_phys,int5L,179,ow_ut2_Post_phys,ut2_Post,144,int5L||ut2_Post,0.831139,16
ow_Gonadal_Sheath_A2R_phys,Gonadal_Sheath_A2R,111,ow_Gonadal_Sheath_A1L_phys,Gonadal_Sheath_A1L,102,Gonadal_Sheath_A1L||Gonadal_Sheath_A2R,0.828037,12
ow_Gonadal_Sheath_P3L_phys,Gonadal_Sheath_P3L,97,ow_Oocyte_Post_6_phys,Oocyte_Post_6,156,Gonadal_Sheath_P3L||Oocyte_Post_6,0.8259829999999999,22
ow_pm1_phys,pm1,12,ow_e2DR_phys,e2DR,7,e2DR||pm1,0.824043,2
ow_int1VR_phys,int1VR,183,ow_vpi3_V_phys,vpi3_V,188,int1VR||vpi3_V,0.820292,47
ow_pm6D_phys,pm6D,26,ow_pm7D_phys,pm7D,24,pm6D||pm7D,0.814083,32
ow_um1L_Post_phys,um1L_Post,116,ow_vm2L_Post_phys,vm2L_Post,115,um1L_Post||vm2L_Post,0.8027880000000001,1
ow_pm2D_phys,pm2D,15,ow_e1D_phys,e1D,10,e1D||pm2D,0.800095,10
ow_Gonadal_Sheath_A4V_phys,Gonadal_Sheath_A4V,109,ow_Oocyte_Ant_4_phys,Oocyte_Ant_4,168,Gonadal_Sheath_A4V||Oocyte_Ant_4,0.7929550000000001,33
ow_Oocyte_Ant_5_phys,Oocyte_Ant_5,167,ow_Gonadal_Sheath_A4D_phys,Gonadal_Sheath_A4D,94,Gonadal_Sheath_A4D||Oocyte_Ant_5,0.7884880000000001,436
ow_vulD_phys,vulD,132,ow_um1L_Post_phys,um1L_Post,116,um1L_Post||vulD,0.788413,18
ow_mc2DL_phys,mc2DL,31,ow_pm5D_phys,pm5D,30,mc2DL||pm5D,0.7841180000000001,2
ow_e1VL_phys,e1VL,36,ow_e2DL_phys,e2DL,8,e1VL||e2DL,0.7827609999999999,21
ow_pm2VL_phys,pm2VL,14,ow_e2DL_phys,e2DL,8,e2DL||pm2VL,0.773233,33
ow_pm7VL_phys,pm7VL,23,ow_Phar_Gland_Dorsal_g2_phys,Phar_Gland_Dorsal_g2,2,Phar_Gland_Dorsal_g2||pm7VL,0.771571,2
ow_utse_phys,utse,148,ow_uv1_Post_phys,uv1_Post,138,utse||uv1_Post,0.7645660000000001,2
ow_Gonadal_Sheath_P4D_phys,Gonadal_Sheath_P4D,96,ow_Oocyte_Post_4_phys,Oocyte_Post_4,158,Gonadal_Sheath_P4D||Oocyte_Post_4,0.7645270000000001,63
ow_vulE_phys,vulE,133,ow_uv2_Post_phys,uv2_Post,137,uv2_Post||vulE,0.761491,6
ow_Rachis_A_phys,Rachis_A,104,ow_Gonadal_Sheath_A2L_phys,Gonadal_Sheath_A2L,101,Gonadal_Sheath_A2L||Rachis_A,0.758009,35
ow_vm1L_Post_phys,vm1L_Post,131,ow_vulB2_phys,vulB2,127,vm1L_Post||vulB2,0.757259,1
ow_Oocyte_Ant_6_phys,Oocyte_Ant_6,166,ow_Gonadal_Sheath_A4D_phys,Gonadal_Sheath_A4D,94,Gonadal_Sheath_A4D||Oocyte_Ant_6,0.74713,270
ow_Oocyte_Ant_4_phys,Oocyte_Ant_4,168,ow_Gonadal_Sheath_A4D_phys,Gonadal_Sheath_A4D,94,Gonadal_Sheath_A4D||Oocyte_Ant_4,0.741688,332
ow_Arcade_Cell_Ant_phys,Arcade_Cell_Ant,3,ow_pm1_phys,pm1,12,Arcade_Cell_Ant||pm1,0.739524,1
ow_mc1DR_phys,mc1DR,20,ow_pm4VR_phys,pm4VR,39,mc1DR||pm4VR,0.736482,5
ow_pm7VR_phys,pm7VR,44,ow_pm6VR_phys,pm6VR,28,pm6VR||pm7VR,0.7335689999999999,85
ow_Phar_Gland_Dorsal_g2_phys,Phar_Gland_Dorsal_g2,2,ow_pm5VR_phys,pm5VR,32,Phar_Gland_Dorsal_g2||pm5VR,0.73194,3
ow_vpi3_V_phys,vpi3_V,188,ow_int1DR_phys,int1DR,197,int1DR||vpi3_V,0.72817,16
ow_uv3_Post_phys,uv3_Post,139,ow_uv2_Post_phys,uv2_Post,137,uv2_Post||uv3_Post,0.724264,23
ow_mc1DR_phys,mc1DR,20,ow_pm1_phys,pm1,12,mc1DR||pm1,0.719294,4
ow_vulF_phys,vulF,134,ow_uv1_Post_phys,uv1_Post,138,uv1_Post||vulF,0.71546,12
ow_uv3_Post_phys,uv3_Post,139,ow_vm2L_Post_phys,vm2L_Post,115,uv3_Post||vm2L_Post,0.709865,1
ow_vulE_phys,vulE,133,ow_uv1_Post_phys,uv1_Post,138,uv1_Post||vulE,0.707179,16
ow_vulE_phys,vulE,133,ow_uv1_Ant_phys,uv1_Ant,142,uv1_Ant||vulE,0.706766,10
ow_uv2_Post_phys,uv2_Post,137,ow_vm2R_Post_phys,vm2R_Post,135,uv2_Post||vm2R_Post,0.7061609999999999,6
ow_vm2L_Ant_phys,vm2L_Ant,136,ow_uv2_Ant_phys,uv2_Ant,141,uv2_Ant||vm2L_Ant,0.705302,14
ow_Oocyte_Ant_2_phys,Oocyte_Ant_2,170,ow_Gonadal_Sheath_A5D_phys,Gonadal_Sheath_A5D,93,Gonadal_Sheath_A5D||Oocyte_Ant_2,0.701747,157
ow_uv2_Ant_phys,uv2_Ant,141,ow_uv1_Ant_phys,uv1_Ant,142,uv1_Ant||uv2_Ant,0.698364,17
ow_vpi2_V_phys,vpi2_V,191,ow_vpi3_D_phys,vpi3_D,189,vpi2_V||vpi3_D,0.691751,1
ow_Oocyte_Ant_3_phys,Oocyte_Ant_3,169,ow_Gonadal_Sheath_A5D_phys,Gonadal_Sheath_A5D,93,Gonadal_Sheath_A5D||Oocyte_Ant_3,0.6903339999999999,232
ow_Oocyte_Ant_2_phys,Oocyte_Ant_2,170,ow_Gonadal_Sheath_A5V_phys,Gonadal_Sheath_A5V,172,Gonadal_Sheath_A5V||Oocyte_Ant_2,0.6858110000000001,38
ow_utse_phys,utse,148,ow_uv2_Post_phys,uv2_Post,137,utse||uv2_Post,0.684991,2
ow_um2R_Post_phys,um2R_Post,124,ow_ut2_Post_phys,ut2_Post,144,um2R_Post||ut2_Post,0.6848759999999999,143
ow_pm7D_phys,pm7D,24,ow_vpi1_phys,vpi1,193,pm7D||vpi1,0.682692,14
ow_vpi3_V_phys,vpi3_V,188,ow_int1DL_phys,int1DL,173,int1DL||vpi3_V,0.681693,82
ow_um2R_Post_phys,um2R_Post,124,ow_int5L_phys,int5L,179,int5L||um2R_Post,0.6787369999999999,67
ow_Gonadal_Sheath_P4D_phys,Gonadal_Sheath_P4D,96,ow_Oocyte_Post_5_phys,Oocyte_Post_5,157,Gonadal_Sheath_P4D||Oocyte_Post_5,0.6785650000000001,86
ow_Arcade_Cell_Post_phys,Arcade_Cell_Post,4,ow_e1VR_phys,e1VR,5,Arcade_Cell_Post||e1VR,0.6775990000000001,18
ow_Oocyte_Ant_4_phys,Oocyte_Ant_4,168,ow_Gonadal_Sheath_A4V_phys,Gonadal_Sheath_A4V,109,Gonadal_Sheath_A4V||Oocyte_Ant_4,0.676516,38
ow_um2L_Post_phys,um2L_Post,119,ow_ut2_Post_phys,ut2_Post,144,um2L_Post||ut2_Post,0.6648630000000001,122
ow_Gonadal_Sheath_P2R_phys,Gonadal_Sheath_P2R,107,ow_Gonadal_Sheath_P1R_phys,Gonadal_Sheath_P1R,108,Gonadal_Sheath_P1R||Gonadal_Sheath_P2R,0.6640170000000001,17
ow_Oocyte_Ant_5_phys,Oocyte_Ant_5,167,ow_Gonadal_Sheath_A4V_phys,Gonadal_Sheath_A4V,109,Gonadal_Sheath_A4V||Oocyte_Ant_5,0.6584650000000001,59
ow_pm7VL_phys,pm7VL,23,ow_mc3DL_phys,mc3DL,27,mc3DL||pm7VL,0.656653,6
ow_mc3DR_phys,mc3DR,16,ow_pm6VR_phys,pm6VR,28,mc3DR||pm6VR,0.654043,2
ow_vm2L_Post_phys,vm2L_Post,115,ow_uv2_Post_phys,uv2_Post,137,uv2_Post||vm2L_Post,0.6422530000000001,3
ow_Gonadal_Sheath_A5D_phys,Gonadal_Sheath_A5D,93,ow_int3V_phys,int3V,181,Gonadal_Sheath_A5D||int3V,0.640097,4
ow_Oocyte_Ant_6_phys,Oocyte_Ant_6,166,ow_Gonadal_Sheath_A4V_phys,Gonadal_Sheath_A4V,109,Gonadal_Sheath_A4V||Oocyte_Ant_6,0.637946,22
ow_ut1_Post_phys,ut1_Post,145,ow_um2L_Post_phys,um2L_Post,119,um2L_Post||ut1_Post,0.636567,14
ow_int1DR_phys,int1DR,197,ow_vpi3_V_phys,vpi3_V,188,int1DR||vpi3_V,0.634475,16
ow_Gonadal_Sheath_P5D_phys,Gonadal_Sheath_P5D,95,ow_Oocyte_Post_3_phys,Oocyte_Post_3,159,Gonadal_Sheath_P5D||Oocyte_Post_3,0.626866,33
ow_pm3VL_phys,pm3VL,40,ow_pm4VL_phys,pm4VL,33,pm3VL||pm4VL,0.626506,10
ow_Arcade_Cell_Post_phys,Arcade_Cell_Post,4,ow_e3VL_phys,e3VL,35,Arcade_Cell_Post||e3VL,0.6238490000000001,13
ow_vulF_phys,vulF,134,ow_vm2R_Post_phys,vm2R_Post,135,vm2R_Post||vulF,0.6226860000000001,1
ow_vpi2_DR_phys,vpi2_DR,192,ow_vpi3_D_phys,vpi3_D,189,vpi2_DR||vpi3_D,0.620601,2
ow_uv2_Post_phys,uv2_Post,137,ow_uv1_Post_phys,uv1_Post,138,uv1_Post||uv2_Post,0.6203540000000001,1
ow_int3V_phys,int3V,181,ow_Gonadal_Sheath_A5D_phys,Gonadal_Sheath_A5D,93,Gonadal_Sheath_A5D||int3V,0.6149370000000001,19
ow_mc1DL_phys,mc1DL,42,ow_pm1_phys,pm1,12,mc1DL||pm1,0.612949,11
ow_Phar_Gland_Dorsal_g2_phys,Phar_Gland_Dorsal_g2,2,ow_mc2DR_phys,mc2DR,18,Phar_Gland_Dorsal_g2||mc2DR,0.610341,65
ow_pm5VR_phys,pm5VR,32,ow_mc1DR_phys,mc1DR,20,mc1DR||pm5VR,0.609515,6
ow_pm4VL_phys,pm4VL,33,ow_mc2V_phys,mc2V,17,mc2V||pm4VL,0.6076459999999999,2
ow_Gonadal_Sheath_P4D_phys,Gonadal_Sheath_P4D,96,ow_Oocyte_Post_3_phys,Oocyte_Post_3,159,Gonadal_Sheath_P4D||Oocyte_Post_3,0.607462,40
ow_Oocyte_Post_3_phys,Oocyte_Post_3,159,ow_Gonadal_Sheath_P5D_phys,Gonadal_Sheath_P5D,95,Gonadal_Sheath_P5D||Oocyte_Post_3,0.603599,65
ow_Gonadal_Sheath_P4V_phys,Gonadal_Sheath_P4V,105,ow_Oocyte_Post_4_phys,Oocyte_Post_4,158,Gonadal_Sheath_P4V||Oocyte_Post_4,0.602861,36
ow_e1D_phys,e1D,10,ow_e3D_phys,e3D,9,e1D||e3D,0.6019439999999999,22
ow_e3VR_phys,e3VR,6,ow_e2V_phys,e2V,11,e2V||e3VR,0.600077,8
ow_e3VR_phys,e3VR,6,ow_e1VR_phys,e1VR,5,e1VR||e3VR,0.598711,84
ow_Sp_Ut_Valve_Ant_phys,Sp_Ut_Valve_Ant,152,ow_ut4_Ant_phys,ut4_Ant,150,Sp_Ut_Valve_Ant||ut4_Ant,0.595544,1
ow_int2V_phys,int2V,196,ow_int2D_phys,int2D,182,int2D||int2V,0.594562,53
ow_int1DL_phys,int1DL,173,ow_vpi3_V_phys,vpi3_V,188,int1DL||vpi3_V,0.591646,21
ow_e2DL_phys,e2DL,8,ow_e1VL_phys,e1VL,36,e1VL||e2DL,0.590807,1
ow_int2D_phys,int2D,182,ow_int2V_phys,int2V,196,int2D||int2V,0.589899,47
ow_Oocyte_Post_4_phys,Oocyte_Post_4,158,ow_Gonadal_Sheath_P4D_phys,Gonadal_Sheath_P4D,96,Gonadal_Sheath_P4D||Oocyte_Post_4,0.5851130000000001,223
ow_int1VL_phys,int1VL,184,ow_vpi2_V_phys,vpi2_V,191,int1VL||vpi2_V,0.5844239999999999,26
ow_vulF_phys,vulF,134,ow_vm2L_Ant_phys,vm2L_Ant,136,vm2L_Ant||vulF,0.57796,6
ow_Oocyte_Post_6_phys,Oocyte_Post_6,156,ow_Gonadal_Sheath_P3L_phys,Gonadal_Sheath_P3L,97,Gonadal_Sheath_P3L||Oocyte_Post_6,0.577434,166
ow_Phar_Gland_Dorsal_g2_phys,Phar_Gland_Dorsal_g2,2,ow_mc1DR_phys,mc1DR,20,Phar_Gland_Dorsal_g2||mc1DR,0.575591,146
ow_vulF_phys,vulF,134,ow_vulD_phys,vulD,132,vulD||vulF,0.573976,1
ow_ut2_Post_phys,ut2_Post,144,ow_um2R_Post_phys,um2R_Post,124,um2R_Post||ut2_Post,0.5732430000000001,13
ow_Arcade_Cell_Post_phys,Arcade_Cell_Post,4,ow_e2DL_phys,e2DL,8,Arcade_Cell_Post||e2DL,0.570832,12
ow_pm3VL_phys,pm3VL,40,ow_pm3D_phys,pm3D,41,pm3D||pm3VL,0.56994,1
ow_e1VL_phys,e1VL,36,ow_e3VL_phys,e3VL,35,e1VL||e3VL,0.565714,12
ow_vpi1_phys,vpi1,193,ow_int1VL_phys,int1VL,184,int1VL||vpi1,0.565044,17
ow_rect_D_phys,rect_D,201,ow_rect_VR_phys,rect_VR,200,rect_D||rect_VR,0.563663,22
ow_Oocyte_Post_3_phys,Oocyte_Post_3,159,ow_Gonadal_Sheath_P4D_phys,Gonadal_Sheath_P4D,96,Gonadal_Sheath_P4D||Oocyte_Post_3,0.554061,85
ow_int2V_phys,int2V,196,ow_Gonadal_Sheath_A5D_phys,Gonadal_Sheath_A5D,93,Gonadal_Sheath_A5D||int2V,0.548304,7
