a_phys,a,a_copy,b_phys,b,b_copy,pair_key,depth_um,cases
ow_mu_bod_VL6_phys,mu_bod_VL6,53,ow_mu_bod_VL8_phys,mu_bod_VL8,52,mu_bod_VL6||mu_bod_VL8,0.47427800000000003,1
ow_pm6VR_phys,pm6VR,28,ow_pm7VR_phys,pm7VR,44,pm6VR||pm7VR,0.473217,28
ow_int6R_phys,int6R,281,ow_ut4_Post_phys,ut4_Post,244,int6R||ut4_Post,0.472421,6
ow_Phar_Gland_g1_R_phys,Phar_Gland_g1_R,0,ow_pm6D_phys,pm6D,26,Phar_Gland_g1_R||pm6D,0.47122800000000004,41
ow_pm2D_phys,pm2D,15,ow_e2DR_phys,e2DR,7,e2DR||pm2D,0.470092,21
ow_vulD_phys,vulD,227,ow_uv1_Ant_phys,uv1_Ant,237,uv1_Ant||vulD,0.46813,1
ow_mu_bod_DR24_phys,mu_bod_DR24,136,ow_mu_anal_phys,mu_anal,302,mu_anal||mu_bod_DR24,0.46504700000000004,9
ow_Gonadal_Sheath_A5D_phys,Gonadal_Sheath_A5D,188,ow_Oocyte_Ant_2_phys,Oocyte_Ant_2,265,Gonadal_Sheath_A5D||Oocyte_Ant_2,0.465019,19
ow_uv3_Ant_phys,uv3_Ant,235,ow_uv2_Ant_phys,uv2_Ant,236,uv2_Ant||uv3_Ant,0.46342300000000003,5
ow_mu_bod_VR18_phys,mu_bod_VR18,69,ow_vulB1_phys,vulB1,221,mu_bod_VR18||vulB1,0.462001,7
ow_Gonadal_Sheath_P4V_phys,Gonadal_Sheath_P4V,200,ow_Oocyte_Post_5_phys,Oocyte_Post_5,252,Gonadal_Sheath_P4V||Oocyte_Post_5,0.45574200000000004,35
ow_pm1_phys,pm1,12,ow_pm3D_phys,pm3D,41,pm1||pm3D,0.452329,9
ow_mu_bod_DR4_phys,mu_bod_DR4,99,ow_mu_bod_DR5_phys,mu_bod_DR5,102,mu_bod_DR4||mu_bod_DR5,0.450901,1
ow_int6L_phys,int6L,273,ow_ut3_Post_phys,ut3_Post,238,int6L||ut3_Post,0.44944799999999996,5
ow_Arcade_Cell_Post_phys,Arcade_Cell_Post,4,ow_e2V_phys,e2V,11,Arcade_Cell_Post||e2V,0.448259,11
ow_pm1_phys,pm1,12,ow_pm3VL_phys,pm3VL,40,pm1||pm3VL,0.447775,7
ow_mu_bod_VR18_phys,mu_bod_VR18,69,ow_um2R_Post_phys,um2R_Post,219,mu_bod_VR18||um2R_Post,0.446492,48
ow_vulD_phys,vulD,227,ow_vm1R_Post_phys,vm1R_Post,225,vm1R_Post||vulD,0.44613200000000003,3
ow_vulB1_phys,vulB1,221,ow_vulB2_phys,vulB2,222,vulB1||vulB2,0.442246,91
ow_Oocyte_Post_3_phys,Oocyte_Post_3,254,ow_Gonadal_Sheath_P5V_phys,Gonadal_Sheath_P5V,248,Gonadal_Sheath_P5V||Oocyte_Post_3,0.440289,5
ow_vulB2_phys,vulB2,222,ow_vulB1_phys,vulB1,221,vulB1||vulB2,0.43989,98
ow_mu_bod_DR11_phys,mu_bod_DR11,105,ow_int3D_phys,int3D,294,int3D||mu_bod_DR11,0.438927,37
ow_mc1V_phys,mc1V,19,ow_Arcade_Cell_Post_phys,Arcade_Cell_Post,4,Arcade_Cell_Post||mc1V,0.43816000000000005,8
ow_Sp_bag_P_4V_phys,Sp_bag_P_4V,163,ow_Sp_bag_P_4R_phys,Sp_bag_P_4R,140,Sp_bag_P_4R||Sp_bag_P_4V,0.436948,2
ow_mu_bod_VR13_phys,mu_bod_VR13,82,ow_int3V_phys,int3V,276,int3V||mu_bod_VR13,0.43648200000000004,22
ow_Gonadal_Sheath_P5V_phys,Gonadal_Sheath_P5V,248,ow_Oocyte_Post_3_phys,Oocyte_Post_3,254,Gonadal_Sheath_P5V||Oocyte_Post_3,0.43583,8
ow_e3VR_phys,e3VR,6,ow_Arcade_Cell_Ant_phys,Arcade_Cell_Ant,3,Arcade_Cell_Ant||e3VR,0.434964,3
ow_pm3D_phys,pm3D,41,ow_mc1DR_phys,mc1DR,20,mc1DR||pm3D,0.434603,4
ow_vulC_phys,vulC,223,ow_vulB1_phys,vulB1,221,vulB1||vulC,0.434556,2
ow_mc1V_phys,mc1V,19,ow_mc2V_phys,mc2V,17,mc1V||mc2V,0.434267,11
ow_um2L_Post_phys,um2L_Post,214,ow_ut1_Post_phys,ut1_Post,240,um2L_Post||ut1_Post,0.43416899999999997,30
ow_utse_phys,utse,243,ow_uv3_Ant_phys,uv3_Ant,235,utse||uv3_Ant,0.43064800000000003,24
ow_mu_bod_VL15_phys,mu_bod_VL15,59,ow_mu_bod_VL18_phys,mu_bod_VL18,47,mu_bod_VL15||mu_bod_VL18,0.429342,1
ow_pm4VL_phys,pm4VL,33,ow_pm5VL_phys,pm5VL,29,pm4VL||pm5VL,0.42740100000000003,20
ow_pm4D_phys,pm4D,34,ow_pm1_phys,pm1,12,pm1||pm4D,0.42690100000000003,2
ow_Gonadal_Sheath_P4V_phys,Gonadal_Sheath_P4V,200,ow_Oocyte_Post_3_phys,Oocyte_Post_3,254,Gonadal_Sheath_P4V||Oocyte_Post_3,0.42001799999999995,25
ow_Oocyte_Post_3_phys,Oocyte_Post_3,254,ow_Gonadal_Sheath_P4V_phys,Gonadal_Sheath_P4V,200,Gonadal_Sheath_P4V||Oocyte_Post_3,0.418323,22
ow_Sp_bag_A_4V_phys,Sp_bag_A_4V,164,ow_Sp_bag_A_4R_phys,Sp_bag_A_4R,165,Sp_bag_A_4R||Sp_bag_A_4V,0.417029,1
ow_mu_bod_VR16_phys,mu_bod_VR16,70,ow_um2R_Ant_phys,um2R_Ant,217,mu_bod_VR16||um2R_Ant,0.415438,49
ow_int5R_phys,int5R,282,ow_ut1_Post_phys,ut1_Post,240,int5R||ut1_Post,0.414591,4
ow_int3D_phys,int3D,294,ow_mu_bod_DR11_phys,mu_bod_DR11,105,int3D||mu_bod_DR11,0.41420999999999997,11
ow_e3VL_phys,e3VL,35,ow_e2DL_phys,e2DL,8,e2DL||e3VL,0.41277800000000003,51
ow_int5R_phys,int5R,282,ow_um2R_Post_phys,um2R_Post,219,int5R||um2R_Post,0.41109300000000004,15
ow_uv2_Post_phys,uv2_Post,232,ow_utse_phys,utse,243,utse||uv2_Post,0.409414,31
ow_pm1_phys,pm1,12,ow_Arcade_Cell_Ant_phys,Arcade_Cell_Ant,3,Arcade_Cell_Ant||pm1,0.409032,2
ow_Rachis_P_phys,Rachis_P,198,ow_Gonadal_Sheath_P2L_phys,Gonadal_Sheath_P2L,193,Gonadal_Sheath_P2L||Rachis_P,0.408939,2
ow_pm5VL_phys,pm5VL,29,ow_mc2V_phys,mc2V,17,mc2V||pm5VL,0.407647,8
ow_rect_VR_phys,rect_VR,299,ow_rect_D_phys,rect_D,300,rect_D||rect_VR,0.407003,30
ow_Phar_Gland_Dorsal_g2_phys,Phar_Gland_Dorsal_g2,2,ow_pm3VR_phys,pm3VR,43,Phar_Gland_Dorsal_g2||pm3VR,0.406039,12
ow_mu_bod_VR5_phys,mu_bod_VR5,86,ow_int1VR_phys,int1VR,278,int1VR||mu_bod_VR5,0.40441000000000005,3
ow_int5L_phys,int5L,274,ow_um2R_Post_phys,um2R_Post,219,int5L||um2R_Post,0.40407600000000005,4
ow_Oocyte_Ant_3_phys,Oocyte_Ant_3,264,ow_Gonadal_Sheath_A5V_phys,Gonadal_Sheath_A5V,267,Gonadal_Sheath_A5V||Oocyte_Ant_3,0.403481,15
ow_mc3DL_phys,mc3DL,27,ow_pm7D_phys,pm7D,24,mc3DL||pm7D,0.40304199999999996,2
ow_Arcade_Cell_Post_phys,Arcade_Cell_Post,4,ow_mc1V_phys,mc1V,19,Arcade_Cell_Post||mc1V,0.402555,8
ow_uv2_Post_phys,uv2_Post,232,ow_mu_bod_VR15_phys,mu_bod_VR15,81,mu_bod_VR15||uv2_Post,0.401787,32
ow_Gonadal_Sheath_P1L_phys,Gonadal_Sheath_P1L,194,ow_Gonadal_Sheath_P2L_phys,Gonadal_Sheath_P2L,193,Gonadal_Sheath_P1L||Gonadal_Sheath_P2L,0.401584,6
ow_mu_bod_VR15_phys,mu_bod_VR15,81,ow_utse_phys,utse,243,mu_bod_VR15||utse,0.400915,14
ow_vm2L_Ant_phys,vm2L_Ant,231,ow_uv3_Ant_phys,uv3_Ant,235,uv3_Ant||vm2L_Ant,0.400004,172
ow_Gonadal_Sheath_A5V_phys,Gonadal_Sheath_A5V,267,ow_Oocyte_Ant_3_phys,Oocyte_Ant_3,264,Gonadal_Sheath_A5V||Oocyte_Ant_3,0.397353,11
ow_pm4VL_phys,pm4VL,33,ow_mc1V_phys,mc1V,19,mc1V||pm4VL,0.394765,2
ow_um1R_Post_phys,um1R_Post,213,ow_vulC_phys,vulC,223,um1R_Post||vulC,0.391803,100
ow_e2V_phys,e2V,11,ow_Arcade_Cell_Ant_phys,Arcade_Cell_Ant,3,Arcade_Cell_Ant||e2V,0.391152,15
ow_e1VR_phys,e1VR,5,ow_e3VR_phys,e3VR,6,e1VR||e3VR,0.389428,45
ow_Sp_bag_A_1V_phys,Sp_bag_A_1V,178,ow_Sp_bag_A_1L_phys,Sp_bag_A_1L,174,Sp_bag_A_1L||Sp_bag_A_1V,0.38914,3
ow_Arcade_Cell_Ant_phys,Arcade_Cell_Ant,3,ow_e1D_phys,e1D,10,Arcade_Cell_Ant||e1D,0.387386,3
ow_int5L_phys,int5L,274,ow_um2L_Post_phys,um2L_Post,214,int5L||um2L_Post,0.38532900000000003,4
ow_Oocyte_Post_5_phys,Oocyte_Post_5,252,ow_Gonadal_Sheath_P4V_phys,Gonadal_Sheath_P4V,200,Gonadal_Sheath_P4V||Oocyte_Post_5,0.384793,29
ow_Gonadal_Sheath_A3R_phys,Gonadal_Sheath_A3R,205,ow_Oocyte_Ant_9_phys,Oocyte_Ant_9,258,Gonadal_Sheath_A3R||Oocyte_Ant_9,0.384255,27
ow_Oocyte_Ant_9_phys,Oocyte_Ant_9,258,ow_Gonadal_Sheath_A3R_phys,Gonadal_Sheath_A3R,205,Gonadal_Sheath_A3R||Oocyte_Ant_9,0.38288799999999995,56
ow_vulA_phys,vulA,220,ow_vulB1_phys,vulB1,221,vulA||vulB1,0.380317,40
ow_Oocyte_Ant_10_phys,Oocyte_Ant_10,257,ow_Gonadal_Sheath_A2R_phys,Gonadal_Sheath_A2R,206,Gonadal_Sheath_A2R||Oocyte_Ant_10,0.380201,94
ow_e3VL_phys,e3VL,35,ow_e1VL_phys,e1VL,36,e1VL||e3VL,0.379847,39
ow_pm1_phys,pm1,12,ow_e1VR_phys,e1VR,5,e1VR||pm1,0.37955500000000003,2
ow_pm6VR_phys,pm6VR,28,ow_Phar_Gland_g2_VR_phys,Phar_Gland_g2_VR,1,Phar_Gland_g2_VR||pm6VR,0.376801,3
ow_Gonadal_Sheath_P3L_phys,Gonadal_Sheath_P3L,192,ow_Gonadal_Sheath_P2L_phys,Gonadal_Sheath_P2L,193,Gonadal_Sheath_P2L||Gonadal_Sheath_P3L,0.37591800000000003,1
ow_pm2D_phys,pm2D,15,ow_mc1DR_phys,mc1DR,20,mc1DR||pm2D,0.374911,8
ow_int3V_phys,int3V,276,ow_mu_bod_VR13_phys,mu_bod_VR13,82,int3V||mu_bod_VR13,0.373758,7
ow_vulB1_phys,vulB1,221,ow_vulA_phys,vulA,220,vulA||vulB1,0.37343,58
ow_e1VR_phys,e1VR,5,ow_Arcade_Cell_Post_phys,Arcade_Cell_Post,4,Arcade_Cell_Post||e1VR,0.37015699999999996,77
ow_e2DL_phys,e2DL,8,ow_Arcade_Cell_Post_phys,Arcade_Cell_Post,4,Arcade_Cell_Post||e2DL,0.367576,216
ow_ut3_Ant_phys,ut3_Ant,242,ow_int4V_phys,int4V,275,int4V||ut3_Ant,0.367406,10
ow_ut2_Post_phys,ut2_Post,239,ow_um2L_Post_phys,um2L_Post,214,um2L_Post||ut2_Post,0.365359,12
ow_pm7VL_phys,pm7VL,23,ow_pm6VL_phys,pm6VL,25,pm6VL||pm7VL,0.36485,46
ow_vulF_phys,vulF,229,ow_vm2L_Ant_phys,vm2L_Ant,231,vm2L_Ant||vulF,0.364417,4
ow_Arcade_Cell_Post_phys,Arcade_Cell_Post,4,ow_e1VL_phys,e1VL,36,Arcade_Cell_Post||e1VL,0.360611,10
ow_Arcade_Cell_Ant_phys,Arcade_Cell_Ant,3,ow_Arcade_Cell_Post_phys,Arcade_Cell_Post,4,Arcade_Cell_Ant||Arcade_Cell_Post,0.360079,167
ow_Arcade_Cell_Ant_phys,Arcade_Cell_Ant,3,ow_e2DL_phys,e2DL,8,Arcade_Cell_Ant||e2DL,0.358566,3
ow_Gonadal_Sheath_A5V_phys,Gonadal_Sheath_A5V,267,ow_Gonadal_Sheath_A5D_phys,Gonadal_Sheath_A5D,188,Gonadal_Sheath_A5D||Gonadal_Sheath_A5V,0.35572899999999996,37
ow_utse_phys,utse,243,ow_uv3_Post_phys,uv3_Post,234,utse||uv3_Post,0.35452300000000003,25
ow_um2R_Post_phys,um2R_Post,219,ow_ut1_Post_phys,ut1_Post,240,um2R_Post||ut1_Post,0.353288,35
ow_Arcade_Cell_Ant_phys,Arcade_Cell_Ant,3,ow_e2DR_phys,e2DR,7,Arcade_Cell_Ant||e2DR,0.353177,7
ow_pm5VR_phys,pm5VR,32,ow_mc1V_phys,mc1V,19,mc1V||pm5VR,0.352173,6
ow_pm2D_phys,pm2D,15,ow_Arcade_Cell_Ant_phys,Arcade_Cell_Ant,3,Arcade_Cell_Ant||pm2D,0.346526,3
ow_mc1DR_phys,mc1DR,20,ow_pm2D_phys,pm2D,15,mc1DR||pm2D,0.346368,5
ow_vulF_phys,vulF,229,ow_vm2R_Post_phys,vm2R_Post,230,vm2R_Post||vulF,0.34545299999999995,1
ow_e2DR_phys,e2DR,7,ow_Arcade_Cell_Ant_phys,Arcade_Cell_Ant,3,Arcade_Cell_Ant||e2DR,0.341993,10
ow_mc2V_phys,mc2V,17,ow_mc1V_phys,mc1V,19,mc1V||mc2V,0.340806,2
ow_ut1_Post_phys,ut1_Post,240,ow_um2R_Post_phys,um2R_Post,219,um2R_Post||ut1_Post,0.33856200000000003,16
ow_mu_bod_VR18_phys,mu_bod_VR18,69,ow_ut3_Post_phys,ut3_Post,238,mu_bod_VR18||ut3_Post,0.33762400000000004,2
ow_vpi1_phys,vpi1,288,ow_pm8_phys,pm8,21,pm8||vpi1,0.336837,88
ow_um1R_Ant_phys,um1R_Ant,218,ow_utse_phys,utse,243,um1R_Ant||utse,0.335855,8
ow_Arcade_Cell_Post_phys,Arcade_Cell_Post,4,ow_e3D_phys,e3D,9,Arcade_Cell_Post||e3D,0.335842,15
ow_pm8_phys,pm8,21,ow_vpi1_phys,vpi1,288,pm8||vpi1,0.33529000000000003,134
ow_ut2_Ant_phys,ut2_Ant,216,ow_um2R_Ant_phys,um2R_Ant,217,um2R_Ant||ut2_Ant,0.33527999999999997,10
ow_mu_bod_DR15_phys,mu_bod_DR15,109,ow_int4D_phys,int4D,280,int4D||mu_bod_DR15,0.33444999999999997,6
ow_e3VR_phys,e3VR,6,ow_Arcade_Cell_Post_phys,Arcade_Cell_Post,4,Arcade_Cell_Post||e3VR,0.3343,38
ow_Sp_bag_A_2D_phys,Sp_bag_A_2D,172,ow_Sp_bag_A_2R_phys,Sp_bag_A_2R,171,Sp_bag_A_2D||Sp_bag_A_2R,0.330832,1
ow_mu_bod_VL19_phys,mu_bod_VL19,57,ow_int6L_phys,int6L,273,int6L||mu_bod_VL19,0.330824,12
ow_ut4_Ant_phys,ut4_Ant,245,ow_int4V_phys,int4V,275,int4V||ut4_Ant,0.33011599999999997,7
ow_mu_bod_VL18_phys,mu_bod_VL18,47,ow_um2R_Post_phys,um2R_Post,219,mu_bod_VL18||um2R_Post,0.328661,48
ow_int1VR_phys,int1VR,278,ow_mu_bod_VR5_phys,mu_bod_VR5,86,int1VR||mu_bod_VR5,0.327595,2
ow_int1VL_phys,int1VL,279,ow_vpi1_phys,vpi1,288,int1VL||vpi1,0.32569400000000004,8
ow_pm2VL_phys,pm2VL,14,ow_mc1DL_phys,mc1DL,42,mc1DL||pm2VL,0.324681,18
ow_uv1_Post_phys,uv1_Post,233,ow_vulE_phys,vulE,228,uv1_Post||vulE,0.324563,102
ow_pm2VL_phys,pm2VL,14,ow_e1VL_phys,e1VL,36,e1VL||pm2VL,0.32201799999999997,15
ow_uv2_Post_phys,uv2_Post,232,ow_vulE_phys,vulE,228,uv2_Post||vulE,0.32083300000000003,2
ow_um2R_Ant_phys,um2R_Ant,217,ow_ut2_Ant_phys,ut2_Ant,216,um2R_Ant||ut2_Ant,0.320089,19
ow_pm2VL_phys,pm2VL,14,ow_pm1_phys,pm1,12,pm1||pm2VL,0.319582,17
ow_mc1V_phys,mc1V,19,ow_pm1_phys,pm1,12,mc1V||pm1,0.31825400000000004,14
ow_Rachis_P_phys,Rachis_P,198,ow_mu_bod_DR23_phys,mu_bod_DR23,89,Rachis_P||mu_bod_DR23,0.317392,5
ow_ut1_Post_phys,ut1_Post,240,ow_um2L_Post_phys,um2L_Post,214,um2L_Post||ut1_Post,0.315108,12
ow_Arcade_Cell_Post_phys,Arcade_Cell_Post,4,ow_e3VR_phys,e3VR,6,Arcade_Cell_Post||e3VR,0.315007,15
ow_mc1DR_phys,mc1DR,20,ow_pm3VR_phys,pm3VR,43,mc1DR||pm3VR,0.31483,4
ow_mu_bod_DL2_phys,mu_bod_DL2,121,ow_mu_bod_DL4_phys,mu_bod_DL4,120,mu_bod_DL2||mu_bod_DL4,0.313714,1
ow_um1L_Ant_phys,um1L_Ant,212,ow_utse_phys,utse,243,um1L_Ant||utse,0.313682,16
ow_utse_phys,utse,243,ow_um2R_Ant_phys,um2R_Ant,217,um2R_Ant||utse,0.313583,4
ow_um2R_Ant_phys,um2R_Ant,217,ow_mu_bod_VR16_phys,mu_bod_VR16,70,mu_bod_VR16||um2R_Ant,0.31211099999999997,2
ow_e1VL_phys,e1VL,36,ow_Arcade_Cell_Post_phys,Arcade_Cell_Post,4,Arcade_Cell_Post||e1VL,0.309844,186
ow_Arcade_Cell_Post_phys,Arcade_Cell_Post,4,ow_e1D_phys,e1D,10,Arcade_Cell_Post||e1D,0.30893400000000004,6
ow_mu_bod_VR15_phys,mu_bod_VR15,81,ow_vulE_phys,vulE,228,mu_bod_VR15||vulE,0.306026,6
ow_um1L_Post_phys,um1L_Post,211,ow_uv3_Post_phys,uv3_Post,234,um1L_Post||uv3_Post,0.30584100000000003,21
ow_int5L_phys,int5L,274,ow_int6L_phys,int6L,273,int5L||int6L,0.305487,1
ow_Sp_bag_A_3V_phys,Sp_bag_A_3V,176,ow_Sp_bag_A_3R_phys,Sp_bag_A_3R,168,Sp_bag_A_3R||Sp_bag_A_3V,0.305274,1
ow_int1VR_phys,int1VR,278,ow_int1DR_phys,int1DR,292,int1DR||int1VR,0.30519,1
ow_Sp_Ut_Valve_Post_phys,Sp_Ut_Valve_Post,246,ow_mu_bod_VR18_phys,mu_bod_VR18,69,Sp_Ut_Valve_Post||mu_bod_VR18,0.304068,4
ow_vm2R_Post_phys,vm2R_Post,230,ow_uv3_Post_phys,uv3_Post,234,uv3_Post||vm2R_Post,0.30257,67
ow_int1DL_phys,int1DL,268,ow_vpi1_phys,vpi1,288,int1DL||vpi1,0.302533,3
ow_pm2VL_phys,pm2VL,14,ow_mc1V_phys,mc1V,19,mc1V||pm2VL,0.30133,4
ow_mu_bod_VR18_phys,mu_bod_VR18,69,ow_Sp_Ut_Valve_Post_phys,Sp_Ut_Valve_Post,246,Sp_Ut_Valve_Post||mu_bod_VR18,0.29806900000000003,2
ow_e1D_phys,e1D,10,ow_Arcade_Cell_Post_phys,Arcade_Cell_Post,4,Arcade_Cell_Post||e1D,0.296823,167
ow_um1R_Post_phys,um1R_Post,213,ow_vulD_phys,vulD,227,um1R_Post||vulD,0.29614999999999997,82
ow_Sp_bag_A_1R_phys,Sp_bag_A_1R,173,ow_Sp_bag_A_1D_phys,Sp_bag_A_1D,175,Sp_bag_A_1D||Sp_bag_A_1R,0.28963799999999995,9
ow_vulD_phys,vulD,227,ow_vulE_phys,vulE,228,vulD||vulE,0.287603,71
ow_vulE_phys,vulE,228,ow_vulD_phys,vulD,227,vulD||vulE,0.285479,41
ow_um1L_Post_phys,um1L_Post,211,ow_vulD_phys,vulD,227,um1L_Post||vulD,0.28510700000000005,37
ow_vm1R_Ant_phys,vm1R_Ant,224,ow_vulD_phys,vulD,227,vm1R_Ant||vulD,0.283018,151
ow_vulD_phys,vulD,227,ow_um1L_Ant_phys,um1L_Ant,212,um1L_Ant||vulD,0.28182100000000004,5
ow_mu_bod_DR22_phys,mu_bod_DR22,90,ow_Gonadal_Sheath_P1L_phys,Gonadal_Sheath_P1L,194,Gonadal_Sheath_P1L||mu_bod_DR22,0.280128,1
ow_vulE_phys,vulE,228,ow_mu_bod_VL15_phys,mu_bod_VL15,59,mu_bod_VL15||vulE,0.275806,13
ow_rect_VL_phys,rect_VL,301,ow_rect_D_phys,rect_D,300,rect_D||rect_VL,0.27520999999999995,48
ow_vulD_phys,vulD,227,ow_um1R_Post_phys,um1R_Post,213,um1R_Post||vulD,0.274365,32
ow_pm2D_phys,pm2D,15,ow_pm3D_phys,pm3D,41,pm2D||pm3D,0.27131900000000003,3
ow_int4V_phys,int4V,275,ow_mu_bod_VR13_phys,mu_bod_VR13,82,int4V||mu_bod_VR13,0.268851,5
ow_mu_bod_VL18_phys,mu_bod_VL18,47,ow_vulB2_phys,vulB2,222,mu_bod_VL18||vulB2,0.268728,2
ow_um2R_Ant_phys,um2R_Ant,217,ow_utse_phys,utse,243,um2R_Ant||utse,0.267142,2
ow_Excretory_Duct_Cell_phys,Excretory_Duct_Cell,295,ow_Excretory_Pore_Cell_phys,Excretory_Pore_Cell,296,Excretory_Duct_Cell||Excretory_Pore_Cell,0.266946,187
ow_e2DL_phys,e2DL,8,ow_Arcade_Cell_Ant_phys,Arcade_Cell_Ant,3,Arcade_Cell_Ant||e2DL,0.266629,5
ow_pm7VL_phys,pm7VL,23,ow_mc3V_phys,mc3V,22,mc3V||pm7VL,0.265886,4
ow_Excretory_Pore_Cell_phys,Excretory_Pore_Cell,296,ow_Excretory_Duct_Cell_phys,Excretory_Duct_Cell,295,Excretory_Duct_Cell||Excretory_Pore_Cell,0.26395100000000005,24
ow_pm1_phys,pm1,12,ow_mc1DR_phys,mc1DR,20,mc1DR||pm1,0.263427,11
ow_mu_bod_VL15_phys,mu_bod_VL15,59,ow_vulE_phys,vulE,228,mu_bod_VL15||vulE,0.262716,16
ow_vulC_phys,vulC,223,ow_vulB2_phys,vulB2,222,vulB2||vulC,0.262185,168
ow_Gonadal_Sheath_A5D_phys,Gonadal_Sheath_A5D,188,ow_Gonadal_Sheath_A5V_phys,Gonadal_Sheath_A5V,267,Gonadal_Sheath_A5D||Gonadal_Sheath_A5V,0.26122500000000004,44
ow_e1VR_phys,e1VR,5,ow_e2V_phys,e2V,11,e1VR||e2V,0.260432,36
ow_e3VL_phys,e3VL,35,ow_Arcade_Cell_Post_phys,Arcade_Cell_Post,4,Arcade_Cell_Post||e3VL,0.26031099999999996,103
ow_uv1_Ant_phys,uv1_Ant,237,ow_vulE_phys,vulE,228,uv1_Ant||vulE,0.257759,31
ow_mc2V_phys,mc2V,17,ow_pm5VL_phys,pm5VL,29,mc2V||pm5VL,0.257595,19
ow_Gonadal_Sheath_P5V_phys,Gonadal_Sheath_P5V,248,ow_Gonadal_Sheath_P5D_phys,Gonadal_Sheath_P5D,190,Gonadal_Sheath_P5D||Gonadal_Sheath_P5V,0.25711900000000004,5
ow_pm1_phys,pm1,12,ow_mc1V_phys,mc1V,19,mc1V||pm1,0.256699,19
ow_Sp_neck_P_4L_phys,Sp_neck_P_4L,145,ow_Sp_bag_P_1V_phys,Sp_bag_P_1V,149,Sp_bag_P_1V||Sp_neck_P_4L,0.256094,25
ow_vm1L_Ant_phys,vm1L_Ant,208,ow_vulD_phys,vulD,227,vm1L_Ant||vulD,0.255239,46
ow_vulB2_phys,vulB2,222,ow_vulC_phys,vulC,223,vulB2||vulC,0.25472900000000004,101
ow_vulC_phys,vulC,223,ow_um1R_Post_phys,um1R_Post,213,um1R_Post||vulC,0.254381,30
ow_vm1R_Post_phys,vm1R_Post,225,ow_vulD_phys,vulD,227,vm1R_Post||vulD,0.254021,92
ow_Sp_bag_P_2D_phys,Sp_bag_P_2D,155,ow_Sp_bag_P_1D_phys,Sp_bag_P_1D,152,Sp_bag_P_1D||Sp_bag_P_2D,0.25388,4
ow_pm2D_phys,pm2D,15,ow_mc1DL_phys,mc1DL,42,mc1DL||pm2D,0.253828,15
ow_pm2VL_phys,pm2VL,14,ow_pm3VL_phys,pm3VL,40,pm2VL||pm3VL,0.253572,24
ow_Sp_bag_P_1V_phys,Sp_bag_P_1V,149,ow_Sp_neck_P_4L_phys,Sp_neck_P_4L,145,Sp_bag_P_1V||Sp_neck_P_4L,0.253337,20
ow_Oocyte_Post_7_phys,Oocyte_Post_7,250,ow_Gonadal_Sheath_P3R_phys,Gonadal_Sheath_P3R,201,Gonadal_Sheath_P3R||Oocyte_Post_7,0.252519,41
ow_Sp_neck_P_4R_phys,Sp_neck_P_4R,148,ow_Sp_bag_P_1V_phys,Sp_bag_P_1V,149,Sp_bag_P_1V||Sp_neck_P_4R,0.251927,28
ow_Gonadal_Sheath_P3R_phys,Gonadal_Sheath_P3R,201,ow_Oocyte_Post_7_phys,Oocyte_Post_7,250,Gonadal_Sheath_P3R||Oocyte_Post_7,0.251699,4
ow_um1R_Ant_phys,um1R_Ant,218,ow_vulD_phys,vulD,227,um1R_Ant||vulD,0.251204,19
ow_int1DL_phys,int1DL,268,ow_vpi2_V_phys,vpi2_V,286,int1DL||vpi2_V,0.250078,2
ow_pm2VL_phys,pm2VL,14,ow_e3VL_phys,e3VL,35,e3VL||pm2VL,0.248612,11
ow_Sp_bag_P_1V_phys,Sp_bag_P_1V,149,ow_Sp_neck_P_4R_phys,Sp_neck_P_4R,148,Sp_bag_P_1V||Sp_neck_P_4R,0.248484,28
ow_uv3_Post_phys,uv3_Post,234,ow_um1L_Post_phys,um1L_Post,211,um1L_Post||uv3_Post,0.248168,32
ow_vm2R_Post_phys,vm2R_Post,230,ow_uv2_Post_phys,uv2_Post,232,uv2_Post||vm2R_Post,0.24778,9
ow_vm1R_Ant_phys,vm1R_Ant,224,ow_um1R_Ant_phys,um1R_Ant,218,um1R_Ant||vm1R_Ant,0.24731,56
ow_pm6VL_phys,pm6VL,25,ow_Phar_Gland_g1_L_phys,Phar_Gland_g1_L,37,Phar_Gland_g1_L||pm6VL,0.246815,2
ow_vulB2_phys,vulB2,222,ow_um1R_Ant_phys,um1R_Ant,218,um1R_Ant||vulB2,0.24424700000000002,10
ow_Arcade_Cell_Ant_phys,Arcade_Cell_Ant,3,ow_pm2D_phys,pm2D,15,Arcade_Cell_Ant||pm2D,0.24397200000000002,2
ow_vulD_phys,vulD,227,ow_um1R_Ant_phys,um1R_Ant,218,um1R_Ant||vulD,0.242577,5
ow_utse_phys,utse,243,ow_uv2_Post_phys,uv2_Post,232,utse||uv2_Post,0.241425,2
ow_e2V_phys,e2V,11,ow_Arcade_Cell_Post_phys,Arcade_Cell_Post,4,Arcade_Cell_Post||e2V,0.241007,48
ow_Sp_bag_A_2L_phys,Sp_bag_A_2L,177,ow_Sp_bag_A_2V_phys,Sp_bag_A_2V,170,Sp_bag_A_2L||Sp_bag_A_2V,0.240763,2
ow_mc2DR_phys,mc2DR,18,ow_pm5VR_phys,pm5VR,32,mc2DR||pm5VR,0.23988900000000002,10
