
**************************************************************
 Geant4 version Name: geant4-11-03-patch-02 [MT]   (25-April-2025)


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'ow_WholeBodyEnvelope_phys'
   - at position : (0.003441325641909145,-0.3797891920608402,0.05731529756353006)
     in direction: (0,1,0)
    (local position: (0.003441325641909145,-0.3797891920608402,0.05731529756353006))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_DigestiveSystem_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'ow_WholeBodyEnvelope_phys'
   - at position : (0.003441325641909145,-0.3792839720729502,0.05731529756353006)
     in direction: (0,1,0)
    (local position: (0.003441325641909145,-0.3792839720729502,0.05731529756353006))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_DigestiveSystem_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'ow_WholeBodyEnvelope_phys'
   - at position : (0.003441325641909145,-0.3786358532065067,0.05731529756353006)
     in direction: (0,1,0)
    (local position: (0.003441325641909145,-0.3786358532065067,0.05731529756353006))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_DigestiveSystem_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'ow_WholeBodyEnvelope_phys'
   - at position : (0.003441325641909145,-0.3775263904948842,0.05731529756353006)
     in direction: (0,1,0)
    (local position: (0.003441325641909145,-0.3775263904948842,0.05731529756353006))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_DigestiveSystem_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'ow_WholeBodyEnvelope_phys'
   - at position : (0.003441325641909145,-0.3773660224338797,0.05731529756353006)
     in direction: (0,1,0)
    (local position: (0.003441325641909145,-0.3773660224338797,0.05731529756353006))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_DigestiveSystem_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'ow_WholeBodyEnvelope_phys'
   - at position : (0.003441325641909145,-0.3772594801320633,0.05731529756353006)
     in direction: (0,1,0)
    (local position: (0.003441325641909145,-0.3772594801320633,0.05731529756353006))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_DigestiveSystem_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'ow_WholeBodyEnvelope_phys'
   - at position : (0.003441325641909145,-0.3766731392123047,0.05731529756353006)
     in direction: (0,1,0)
    (local position: (0.003441325641909145,-0.3766731392123047,0.05731529756353006))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_DigestiveSystem_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'ow_WholeBodyEnvelope_phys'
   - at position : (0.003441325641909145,-0.3766089967311601,0.05731529756353006)
     in direction: (0,1,0)
    (local position: (0.003441325641909145,-0.3766089967311601,0.05731529756353006))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_DigestiveSystem_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'ow_WholeBodyEnvelope_phys'
   - at position : (0.003441325641909145,-0.3765525558959609,0.05731529756353006)
     in direction: (0,1,0)
    (local position: (0.003441325641909145,-0.3765525558959609,0.05731529756353006))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_DigestiveSystem_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'ow_WholeBodyEnvelope_phys'
   - at position : (0.003441325641909145,-0.3763464516987878,0.05731529756353006)
     in direction: (0,1,0)
    (local position: (0.003441325641909145,-0.3763464516987878,0.05731529756353006))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_DigestiveSystem_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'ow_WholeBodyEnvelope_phys'
   - at position : (0.003441325641909145,-0.3758040023348105,0.05731529756353006)
     in direction: (0,1,0)
    (local position: (0.003441325641909145,-0.3758040023348105,0.05731529756353006))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_DigestiveSystem_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'ow_WholeBodyEnvelope_phys'
   - at position : (0.003441325641909145,-0.3758037779928447,0.05731529756353006)
     in direction: (0,1,0)
    (local position: (0.003441325641909145,-0.3758037779928447,0.05731529756353006))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_DigestiveSystem_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'ow_WholeBodyEnvelope_phys'
   - at position : (0.003441325641909145,-0.3756345128066759,0.05731529756353006)
     in direction: (0,1,0)
    (local position: (0.003441325641909145,-0.3756345128066759,0.05731529756353006))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_DigestiveSystem_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'ow_WholeBodyEnvelope_phys'
   - at position : (0.003441325641909145,-0.375230357876737,0.05731529756353006)
     in direction: (0,1,0)
    (local position: (0.003441325641909145,-0.375230357876737,0.05731529756353006))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_DigestiveSystem_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'ow_WholeBodyEnvelope_phys'
   - at position : (0.003441325641909145,-0.3752178827732162,0.05731529756353006)
     in direction: (0,1,0)
    (local position: (0.003441325641909145,-0.3752178827732162,0.05731529756353006))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_DigestiveSystem_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'ow_WholeBodyEnvelope_phys'
   - at position : (0.003441325641909145,-0.3752065195907421,0.05731529756353006)
     in direction: (0,1,0)
    (local position: (0.003441325641909145,-0.3752065195907421,0.05731529756353006))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_DigestiveSystem_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'ow_WholeBodyEnvelope_phys'
   - at position : (0.003441325641909145,-0.3749185665208789,0.05731529756353006)
     in direction: (0,1,0)
    (local position: (0.003441325641909145,-0.3749185665208789,0.05731529756353006))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_DigestiveSystem_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'ow_WholeBodyEnvelope_phys'
   - at position : (0.003441325641909145,-0.3747055430573109,0.05731529756353006)
     in direction: (0,1,0)
    (local position: (0.003441325641909145,-0.3747055430573109,0.05731529756353006))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_DigestiveSystem_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'ow_WholeBodyEnvelope_phys'
   - at position : (0.003441325641909145,-0.3746048527712191,0.05731529756353006)
     in direction: (0,1,0)
    (local position: (0.003441325641909145,-0.3746048527712191,0.05731529756353006))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_DigestiveSystem_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'ow_WholeBodyEnvelope_phys'
   - at position : (0.003441325641909145,-0.3745749631767059,0.05731529756353006)
     in direction: (0,1,0)
    (local position: (0.003441325641909145,-0.3745749631767059,0.05731529756353006))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_DigestiveSystem_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'ow_WholeBodyEnvelope_phys'
   - at position : (0.003441325641909145,-0.374509673051094,0.05731529756353006)
     in direction: (0,1,0)
    (local position: (0.003441325641909145,-0.374509673051094,0.05731529756353006))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_DigestiveSystem_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'ow_WholeBodyEnvelope_phys'
   - at position : (0.003441325641909145,-0.3744281644424852,0.05731529756353006)
     in direction: (0,1,0)
    (local position: (0.003441325641909145,-0.3744281644424852,0.05731529756353006))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_DigestiveSystem_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'ow_WholeBodyEnvelope_phys'
   - at position : (-0.000667940802827701,-0.3938552670544237,0.06139424707829247)
     in direction: (0,1,0)
    (local position: (-0.000667940802827701,-0.3938552670544237,0.06139424707829247))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_DigestiveSystem_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'ow_WholeBodyEnvelope_phys'
   - at position : (-0.000667940802827701,-0.3938501416264871,0.06139424707829247)
     in direction: (0,1,0)
    (local position: (-0.000667940802827701,-0.3938501416264871,0.06139424707829247))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_DigestiveSystem_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'ow_WholeBodyEnvelope_phys'
   - at position : (-0.000667940802827701,-0.3931965646840131,0.06139424707829247)
     in direction: (0,1,0)
    (local position: (-0.000667940802827701,-0.3931965646840131,0.06139424707829247))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_DigestiveSystem_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'ow_WholeBodyEnvelope_phys'
   - at position : (-0.007884734585554129,0.1152235245096585,0.01169558204754648)
     in direction: (0,1,0)
    (local position: (-0.007884734585554129,0.1152235245096585,0.01169558204754648))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_ReproductiveSystem_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'ow_WholeBodyEnvelope_phys'
   - at position : (-0.01737232886928896,-0.2457399404084678,0.006757600433604239)
     in direction: (0,1,0)
    (local position: (-0.01737232886928896,-0.2457399404084678,0.006757600433604239))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_DigestiveSystem_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'world_phys'
   - at position : (-0.03061031811663355,-0.283096080583894,-0.04188899702087139)
     in direction: (0,1,0)
    (local position: (-0.03061031811663355,-0.283096080583894,-0.04188899702087139))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_WholeBodyEnvelope_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'world_phys'
   - at position : (-0.03061031811663355,-0.2116889653528962,-0.04188899702087139)
     in direction: (0,1,0)
    (local position: (-0.03061031811663355,-0.2116889653528962,-0.04188899702087139))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_WholeBodyEnvelope_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'world_phys'
   - at position : (-0.03061031811663355,-0.1834436094389946,-0.04188899702087139)
     in direction: (0,1,0)
    (local position: (-0.03061031811663355,-0.1834436094389946,-0.04188899702087139))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_WholeBodyEnvelope_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'ow_WholeBodyEnvelope_phys'
   - at position : (-0.0021771842935742,-0.3973779128001614,0.05774561509415983)
     in direction: (0,1,0)
    (local position: (-0.0021771842935742,-0.3973779128001614,0.05774561509415983))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_DigestiveSystem_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'ow_WholeBodyEnvelope_phys'
   - at position : (-0.0021771842935742,-0.3973556021137497,0.05774561509415983)
     in direction: (0,1,0)
    (local position: (-0.0021771842935742,-0.3973556021137497,0.05774561509415983))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_DigestiveSystem_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'ow_WholeBodyEnvelope_phys'
   - at position : (-0.0021771842935742,-0.3972403912011598,0.05774561509415983)
     in direction: (0,1,0)
    (local position: (-0.0021771842935742,-0.3972403912011598,0.05774561509415983))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_DigestiveSystem_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'ow_WholeBodyEnvelope_phys'
   - at position : (-0.0021771842935742,-0.3971976621680451,0.05774561509415983)
     in direction: (0,1,0)
    (local position: (-0.0021771842935742,-0.3971976621680451,0.05774561509415983))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_DigestiveSystem_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'ow_WholeBodyEnvelope_phys'
   - at position : (-0.0021771842935742,-0.3971918396259891,0.05774561509415983)
     in direction: (0,1,0)
    (local position: (-0.0021771842935742,-0.3971918396259891,0.05774561509415983))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_DigestiveSystem_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'ow_WholeBodyEnvelope_phys'
   - at position : (-0.0021771842935742,-0.393260872141193,0.05774561509415983)
     in direction: (0,1,0)
    (local position: (-0.0021771842935742,-0.393260872141193,0.05774561509415983))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_DigestiveSystem_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'ow_WholeBodyEnvelope_phys'
   - at position : (-0.0021771842935742,-0.3754304540989278,0.05774561509415983)
     in direction: (0,1,0)
    (local position: (-0.0021771842935742,-0.3754304540989278,0.05774561509415983))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_DigestiveSystem_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'ow_WholeBodyEnvelope_phys'
   - at position : (-0.0021771842935742,-0.375004781581677,0.05774561509415983)
     in direction: (0,1,0)
    (local position: (-0.0021771842935742,-0.375004781581677,0.05774561509415983))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_DigestiveSystem_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


